Setting,State,Comment,Path
Internet Explorer Maintenance,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Group Policy snap-in extensions
Internet Explorer Maintenance,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Resultant Set of Policy snap-in extensions
Internet Explorer Processes,Not configured,No,\Windows Components\Internet Explorer\Security Features\Binary Behavior Security Restriction
Internet Explorer Processes,Not configured,No,\Windows Components\Internet Explorer\Security Features\Consistent Mime Handling
Internet Explorer Processes,Not configured,No,\Windows Components\Internet Explorer\Security Features\Local Machine Zone Lockdown Security
Internet Explorer Processes,Not configured,No,\Windows Components\Internet Explorer\Security Features\Mime Sniffing Safety Feature
Internet Explorer Processes,Not configured,No,\Windows Components\Internet Explorer\Security Features\MK Protocol Security Restriction
Internet Explorer Processes,Not configured,No,\Windows Components\Internet Explorer\Security Features\Network Protocol Lockdown
Internet Explorer Processes,Not configured,No,\Windows Components\Internet Explorer\Security Features\Notification bar
Internet Explorer Processes,Not configured,No,\Windows Components\Internet Explorer\Security Features\Object Caching Protection
Internet Explorer Processes,Not configured,No,\Windows Components\Internet Explorer\Security Features\Protection From Zone Elevation
Internet Explorer Processes,Not configured,No,\Windows Components\Internet Explorer\Security Features\Restrict ActiveX Install
Internet Explorer Processes,Not configured,No,\Windows Components\Internet Explorer\Security Features\Restrict File Download
Internet Explorer Processes,Not configured,No,\Windows Components\Internet Explorer\Security Features\Scripted Window Security Restrictions
Internet Information Services,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
Internet Zone Restricted Protocols,Not configured,No,\Windows Components\Internet Explorer\Security Features\Network Protocol Lockdown\Restricted Protocols Per Security Zone
Internet Zone Template,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page
Intranet Sites: Include all local (intranet) sites not listed in other zones,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page
Intranet Sites: Include all network paths (UNCs),Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page
Intranet Sites: Include all sites that bypass the proxy server,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page
Intranet Zone Restricted Protocols,Not configured,No,\Windows Components\Internet Explorer\Security Features\Network Protocol Lockdown\Restricted Protocols Per Security Zone
Intranet Zone Template,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page
Investor,Not configured,No,\Windows Components\Internet Explorer\Administrator Approved Controls
IP Routing,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Extension snap-ins
IP Security Monitor,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
IP Security Policy Management,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Group Policy snap-in extensions
IP Security Policy Management,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
IPX RIP Routing,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Extension snap-ins
IPX Routing,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Extension snap-ins
IPX SAP Routing,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Extension snap-ins
Items displayed in Places Bar,Not configured,No,\Windows Components\File Explorer\Common Open File Dialog
Java permissions,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Java permissions,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Java permissions,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Java permissions,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Java permissions,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Java permissions,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Java permissions,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Java permissions,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Java permissions,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Java permissions,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Launching applications and files in an IFRAME,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Launching applications and files in an IFRAME,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Launching applications and files in an IFRAME,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Launching applications and files in an IFRAME,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Launching applications and files in an IFRAME,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Launching applications and files in an IFRAME,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Launching applications and files in an IFRAME,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Launching applications and files in an IFRAME,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Launching applications and files in an IFRAME,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Launching applications and files in an IFRAME,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Let users turn on and use Enterprise Mode from the Tools menu,Not configured,No,\Windows Components\Internet Explorer
Limit profile size,Not configured,No,\System\User Profiles
Limit Site Discovery output by Domain,Not configured,No,\Windows Components\Internet Explorer
Limit Site Discovery output by Zone,Not configured,No,\Windows Components\Internet Explorer
Limit the bandwidth of Audio and Video,Not configured,No,\Windows Components\NetMeeting\Audio & Video
Limit the size of sent files,Not configured,No,\Windows Components\NetMeeting
Link to Web Address,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
List desktop apps first in the Apps view,Not configured,No,\Start Menu and Taskbar
List of applications to be excluded,Not configured,No,\Windows Components\Windows Error Reporting\Advanced Error Reporting Settings
Load a specific theme,Not configured,No,\Control Panel\Personalization
Local Machine Zone Restricted Protocols,Not configured,No,\Windows Components\Internet Explorer\Security Features\Network Protocol Lockdown\Restricted Protocols Per Security Zone
Local Machine Zone Template,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page
Local Users and Groups,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
Location where all default Library definition files for users/machines reside.,Not configured,No,\Windows Components\File Explorer
Lock all taskbar settings,Not configured,No,\Start Menu and Taskbar
Lock all toolbars,Not configured,No,\Windows Components\Internet Explorer\Toolbars
Lock location of Stop and Refresh buttons,Not configured,No,\Windows Components\Internet Explorer\Toolbars
Lock the Taskbar,Enabled,No,\Start Menu and Taskbar
Locked-Down Internet Zone Template,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page
Locked-Down Intranet Zone Template,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page
Locked-Down Local Machine Zone Template,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page
Locked-Down Restricted Sites Zone Template,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page
Locked-Down Trusted Sites Zone Template,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page
Logical and Mapped Drives,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Extension snap-ins
Logon options,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Logon options,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Logon options,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Logon options,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Logon options,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Logon options,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Logon options,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Logon options,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Logon options,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Logon options,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
Lync 2013 backup only,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Lync 2016 backup only,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Maps,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Windows Apps
Maximum allowed Recycle Bin size,Not configured,No,\Windows Components\File Explorer
Maximum number of connections per server (HTTP 1.0),Not configured,No,\Windows Components\Internet Explorer\Security Features\AJAX
Maximum number of recent documents,Not configured,No,\Windows Components\File Explorer
Maximum size of Active Directory searches,Not configured,No,\Desktop\Active Directory
Menu Controls,Not configured,No,\Windows Components\Internet Explorer\Administrator Approved Controls
Microsoft Access 2010,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Access 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Access 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Agent,Not configured,No,\Windows Components\Internet Explorer\Administrator Approved Controls
Microsoft Chat,Not configured,No,\Windows Components\Internet Explorer\Administrator Approved Controls
Microsoft Excel 2010,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Excel 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Excel 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft InfoPath 2010,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft InfoPath 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Lync 2010,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Lync 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Lync 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 2010 Common Settings,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 2013 Common Settings,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 2013 Upload Center,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 2016 Common Settings,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 2016 Upload Center,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Access 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Access 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Common 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Common 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Excel 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Excel 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 InfoPath 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Lync 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Lync 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 OneNote 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 OneNote 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Outlook 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Outlook 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 PowerPoint 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 PowerPoint 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Project 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Project 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Publisher 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Publisher 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 SharePoint Designer 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Visio 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Visio 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Word 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Office 365 Word 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft OneDrive for Business 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft OneDrive for Business 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft OneNote 2010,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft OneNote 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft OneNote 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Outlook 2010,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Outlook 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Outlook 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft PowerPoint 2010,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft PowerPoint 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft PowerPoint 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Project 2010,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Project 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Project 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Publisher 2010,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Publisher 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Publisher 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Scriptlet Component,Not configured,No,\Windows Components\Internet Explorer\Administrator Approved Controls
Microsoft SharePoint Designer 2010,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft SharePoint Designer 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft SharePoint Workspace 2010,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Survey Control,Not configured,No,\Windows Components\Internet Explorer\Administrator Approved Controls
Microsoft Visio 2010,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Visio 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Visio 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Word 2010,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Word 2013,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Microsoft Word 2016,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
MSNBC,Not configured,No,\Windows Components\Internet Explorer\Administrator Approved Controls
Music,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Windows Apps
NAP Client Configuration,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Group Policy\Group Policy snap-in extensions
NAP Client Configuration,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
Navigate windows and frames across different domains,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Internet Zone
Navigate windows and frames across different domains,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Intranet Zone
Navigate windows and frames across different domains,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Local Machine Zone
Navigate windows and frames across different domains,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone
Navigate windows and frames across different domains,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone
Navigate windows and frames across different domains,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone
Navigate windows and frames across different domains,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone
Navigate windows and frames across different domains,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone
Navigate windows and frames across different domains,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Restricted Sites Zone
Navigate windows and frames across different domains,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Trusted Sites Zone
NetShow File Transfer Control,Not configured,No,\Windows Components\Internet Explorer\Administrator Approved Controls
Network Policy Server (NPS),Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
News,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Windows Apps
No Computers Near Me in Network Locations,Not configured,No,\Windows Components\File Explorer
No Entire Network in Network Locations,Not configured,No,\Windows Components\File Explorer
Non-default server disconnect actions,Not configured,No,\Network\Offline Files
Notepad,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Notify antivirus programs when opening attachments,Not configured,No,\Windows Components\Attachment Manager
Notify users if Internet Explorer is not the default web browser,Not configured,No,\Windows Components\Internet Explorer
OneNote 2013 backup only,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
OneNote 2016 backup only,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Online Responder,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
Only display the private store within the Microsoft Store,Not configured,No,\Windows Components\Store
Only use Package Point and print,Not configured,No,\Control Panel\Printers
Open Internet Explorer tiles on the desktop,Not configured,No,\Windows Components\Internet Explorer\Internet Settings
OSPF Routing,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins\Extension snap-ins
Outlook 2013 backup only,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Outlook 2016 backup only,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
Package Point and print - Approved servers,Not configured,No,\Control Panel\Printers
Password protect the screen saver,Disabled,No,\Control Panel\Personalization
Performance Logs and Alerts,Not configured,No,\Windows Components\Microsoft Management Console\Restricted/Permitted snap-ins
Pin Apps to Start when installed,Not configured,No,\Start Menu and Taskbar
"Pin Internet search sites to the ""Search again"" links and the Start menu",Not configured,No,\Windows Components\File Explorer
"Pin Libraries or Search Connectors to the ""Search again"" links and the Start menu",Not configured,No,\Windows Components\File Explorer
Ping the settings storage location before sync,Not configured,No,\Windows Components\Microsoft User Experience Virtualization
Play animations in web pages,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
Play sounds in web pages,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
Play videos in web pages,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel\Advanced Page
Point and Print Restrictions,Not configured,No,\Control Panel\Printers
Pop-up allow list,Not configured,No,\Windows Components\Internet Explorer
Position the menu bar above the navigation bar,Not configured,No,\Windows Components\Internet Explorer
PowerPoint 2013 backup only,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
PowerPoint 2016 backup only,Not configured,No,\Windows Components\Microsoft User Experience Virtualization\Applications
"Prevent ""Fix settings"" functionality",Not configured,No,\Windows Components\Internet Explorer
Prevent access to Delete Browsing History,Not configured,No,\Windows Components\Internet Explorer\Delete Browsing History
Prevent access to drives from My Computer,Not configured,No,\Windows Components\File Explorer
Prevent access to feed list,Not configured,No,\Windows Components\RSS Feeds
Prevent access to Internet Explorer Help,Not configured,No,\Windows Components\Internet Explorer
Prevent access to registry editing tools,Not configured,No,\System
Prevent access to the command prompt,Not configured,No,\System
Prevent adding Directory servers,Not configured,No,\Windows Components\NetMeeting
Prevent adding UNC locations to index from Control Panel,Not configured,No,\Windows Components\Search
Prevent adding dragging dropping and closing the Taskbar's toolbars,Not configured,No,\Desktop
Prevent addition of printers,Not configured,No,\Control Panel\Printers
Prevent Application Sharing in true color,Not configured,No,\Windows Components\NetMeeting\Application Sharing
Prevent automatic acceptance of Calls,Not configured,No,\Windows Components\NetMeeting
Prevent automatic discovery of feeds and Web Slices,Not configured,No,\Windows Components\RSS Feeds
Prevent AutoPlay from remembering user choices.,Not configured,No,\Windows Components\AutoPlay Policies
Prevent Back-ESC mapping,Not configured,No,\Windows Components\Tablet PC\Hardware Buttons
Prevent bypassing SmartScreen Filter warnings,Not configured,No,\Windows Components\Internet Explorer
Prevent bypassing SmartScreen Filter warnings about files that are not commonly downloaded from the Internet,Not configured,No,\Windows Components\Internet Explorer
Prevent bypassing Windows Defender SmartScreen prompts for sites,Not configured,No,\Windows Components\Windows Defender SmartScreen\Microsoft Edge
Prevent CD and DVD Media Information Retrieval,Not configured,No,\Windows Components\Windows Media Player
Prevent changes to Taskbar and Start Menu Settings,Not configured,No,\Start Menu and Taskbar
Prevent changing Call placement method,Not configured,No,\Windows Components\NetMeeting
Prevent changing color and appearance,Enabled,No,\Control Panel\Personalization
Prevent changing color scheme,Enabled,No,\Control Panel\Personalization
Prevent changing desktop background,Enabled,No,\Control Panel\Personalization
Prevent changing desktop icons,Enabled,No,\Control Panel\Personalization
Prevent changing DirectSound Audio setting,Not configured,No,\Windows Components\NetMeeting\Audio & Video
Prevent changing mouse pointers,Enabled,No,\Control Panel\Personalization
Prevent changing pop-up filter level,Not configured,No,\Windows Components\Internet Explorer
Prevent changing proxy settings,Not configured,No,\Windows Components\Internet Explorer
Prevent changing screen saver,Enabled,No,\Control Panel\Personalization
Prevent changing sounds,Enabled,No,\Control Panel\Personalization
Prevent changing the default search provider,Not configured,No,\Windows Components\Internet Explorer
Prevent changing theme,Enabled,No,\Control Panel\Personalization
Prevent changing visual style for windows and buttons,Enabled,No,\Control Panel\Personalization
Prevent choosing default text size,Not configured,No,\Windows Components\Internet Explorer\Internet Settings\Display settings
Prevent Codec Download,Not configured,No,\Windows Components\Windows Media Player\Playback
Prevent configuration of how windows open,Not configured,No,\Windows Components\Internet Explorer
Prevent configuration of new tab creation,Not configured,No,\Windows Components\Internet Explorer
Prevent configuration of search on Address bar,Not configured,No,\Windows Components\Internet Explorer\Internet Settings\Advanced settings\Searching
Prevent configuration of top-result search on Address bar,Not configured,No,\Windows Components\Internet Explorer\Internet Settings\Advanced settings\Searching
Prevent Control,Not configured,No,\Windows Components\NetMeeting\Application Sharing
Prevent customization of indexed locations in Control Panel,Not configured,No,\Windows Components\Search
Prevent deleting ActiveX Filtering Tracking Protection and Do Not Track data,Not configured,No,\Windows Components\Internet Explorer\Delete Browsing History
Prevent deleting cookies,Not configured,No,\Windows Components\Internet Explorer\Delete Browsing History
Prevent deleting download history,Not configured,No,\Windows Components\Internet Explorer\Delete Browsing History
Prevent deleting favorites site data,Not configured,No,\Windows Components\Internet Explorer\Delete Browsing History
Prevent deleting form data,Not configured,No,\Windows Components\Internet Explorer\Delete Browsing History
Prevent deleting InPrivate Filtering data,Not configured,No,\Windows Components\Internet Explorer\Delete Browsing History
Prevent deleting passwords,Not configured,No,\Windows Components\Internet Explorer\Delete Browsing History
Prevent deleting temporary Internet files,Not configured,No,\Windows Components\Internet Explorer\Delete Browsing History
Prevent deleting websites that the user has visited,Not configured,No,\Windows Components\Internet Explorer\Delete Browsing History
Prevent deletion of printers,Not configured,No,\Control Panel\Printers
Prevent Desktop Sharing,Not configured,No,\Windows Components\NetMeeting\Application Sharing
Prevent downloading of enclosures,Not configured,No,\Windows Components\RSS Feeds
Prevent flicks,Not configured,No,\Windows Components\Tablet PC\Pen UX Behaviors
Prevent Flicks Learning Mode,Not configured,No,\Windows Components\Tablet PC\Pen Flicks Learning
Prevent grouping of taskbar items,Not configured,No,\Start Menu and Taskbar
Prevent ignoring certificate errors,Not configured,No,\Windows Components\Internet Explorer\Internet Control Panel
Prevent indexing certain paths,Not configured,No,\Windows Components\Search
Prevent Input Panel tab from appearing,Not configured,No,\Windows Components\Tablet PC\Input Panel
Prevent Internet Explorer Search box from appearing,Not configured,No,\Windows Components\Internet Explorer
Prevent launch an application,Not configured,No,\Windows Components\Tablet PC\Hardware Buttons
Prevent managing pop-up exception list,Not configured,No,\Windows Components\Internet Explorer
Prevent managing SmartScreen Filter,Not configured,No,\Windows Components\Internet Explorer
Prevent managing the phishing filter,Not configured,No,\Windows Components\Internet Explorer
Prevent Music File Media Information Retrieval,Not configured,No,\Windows Components\Windows Media Player
Prevent participation in the Customer Experience Improvement Program,Not configured,No,\Windows Components\Internet Explorer
Prevent per-user installation of ActiveX controls,Not configured,No,\Windows Components\Internet Explorer
Prevent press and hold,Not configured,No,\Windows Components\Tablet PC\Hardware Buttons
Prevent Radio Station Preset Retrieval,Not configured,No,\Windows Components\Windows Media Player
Prevent receiving files,Not configured,No,\Windows Components\NetMeeting
Prevent receiving Video,Not configured,No,\Windows Components\NetMeeting\Audio & Video
Prevent removable media source for any installation,Not configured,No,\Windows Components\Windows Installer
Prevent restoring local previous versions,Not configured,No,\Windows Components\File Explorer\Previous Versions
Prevent restoring previous versions from backups,Not configured,No,\Windows Components\File Explorer\Previous Versions
Prevent restoring remote previous versions,Not configured,No,\Windows Components\File Explorer\Previous Versions
Prevent running First Run wizard,Not configured,No,\Windows Components\Internet Explorer
Prevent sending files,Not configured,No,\Windows Components\NetMeeting
Prevent sending Video,Not configured,No,\Windows Components\NetMeeting\Audio & Video
Prevent Sharing,Not configured,No,\Windows Components\NetMeeting\Application Sharing
Prevent Sharing Command Prompts,Not configured,No,\Windows Components\NetMeeting\Application Sharing
Prevent Sharing Explorer windows,Not configured,No,\Windows Components\NetMeeting\Application Sharing
Prevent specifying background color,Not configured,No,\Windows Components\Internet Explorer\Internet Settings\Display settings\General Colors
Prevent specifying text color,Not configured,No,\Windows Components\Internet Explorer\Internet Settings\Display settings\General Colors
Prevent specifying the color of links that have already been clicked,Not configured,No,\Windows Components\Internet Explorer\Internet Settings\Display settings\Link Colors
Prevent specifying the color of links that have not yet been clicked,Not configured,No,\Windows Components\Internet Explorer\Internet Settings\Display settings\Link Colors
Prevent specifying the hover color,Not configured,No,\Windows Components\Internet Explorer\Internet Settings\Display settings\Link Colors
Prevent subscribing to or deleting a feed or a Web Slice,Not configured,No,\Windows Components\RSS Feeds
Prevent Task Run or End,Not configured,No,\Windows Components\Task Scheduler
Prevent the computer from loading toolbars and Browser Helper Objects when InPrivate Browsing starts,Not configured,No,\Windows Components\Internet Explorer\Privacy
Prevent the deletion of temporary Internet files and cookies,Not configured,No,\Windows Components\Internet Explorer\Delete Browsing History
